GEOID,NAMELSAD,tract_area_sq_mile,transit_stop_count,transit_stops_per_sq_mile,has_transit_access,large_tract_flag
06073018805,Census Tract 188.05,6.741198564753206,0,0.0,0,0
06073016619,Census Tract 166.19,1.8337842220437524,1,0.5453204297316399,1,0
06073018804,Census Tract 188.04,8.952538908924291,11,1.2287017249413692,1,0
06073018525,Census Tract 185.25,0.8813489673658335,4,4.538497403537169,1,0
06073018524,Census Tract 185.24,0.7035729093604083,13,18.477118472082463,1,0
06073018522,Census Tract 185.22,2.743059828417882,45,16.405037736983925,1,0
06073017067,Census Tract 170.67,0.9481431491936976,6,6.328158364169386,1,0
06073019811,Census Tract 198.11,3.79877454068993,29,7.63404084379618,1,0
06073018620,Census Tract 186.20,0.2778457014289868,2,7.198239849361752,1,0
06073018619,Census Tract 186.19,9.249481034970206,4,0.43245669512450485,1,0
06073018617,Census Tract 186.17,0.6582601393631506,7,10.634093698537352,1,0
06073018618,Census Tract 186.18,0.31059980907037227,1,3.2195769952113236,1,0
06073018622,Census Tract 186.22,0.41533195273763057,12,28.892551899517642,1,0
06073018520,Census Tract 185.20,0.5295907068440264,10,18.882506567369152,1,0
06073018523,Census Tract 185.23,0.622647509771284,11,17.666496416312032,1,0
06073018521,Census Tract 185.21,1.2730416118346726,15,11.782804160173848,1,0
06073017071,Census Tract 170.71,2.473759281327406,20,8.084861025470557,1,0
06073008381,Census Tract 83.81,0.17860944507610768,0,0.0,0,0
06073017063,Census Tract 170.63,0.6736920524744593,0,0.0,0,0
06073017065,Census Tract 170.65,1.8055711096080809,0,0.0,0,0
06073017064,Census Tract 170.64,0.722880372212888,0,0.0,0,0
06073017061,Census Tract 170.61,6.94944104051809,3,0.431689395234634,1,0
06073017060,Census Tract 170.60,1.606284440920298,0,0.0,0,0
06073008376,Census Tract 83.76,0.48337672682098126,18,37.23803609325673,1,0
06073008375,Census Tract 83.75,0.39922237893920554,3,7.514608795156863,1,0
06073017058,Census Tract 170.58,0.6876908815787193,7,10.178992026083332,1,0
06073008372,Census Tract 83.72,2.8070427083502616,0,0.0,0,0
06073008374,Census Tract 83.74,1.2223481830849818,0,0.0,0,0
06073008369,Census Tract 83.69,0.5771274122120773,0,0.0,0,0
06073008370,Census Tract 83.70,0.38934135172585665,0,0.0,0,0
06073020041,Census Tract 200.41,0.30010458337891344,0,0.0,0,0
06073020037,Census Tract 200.37,0.8072759238240137,4,4.9549353349376,1,0
06073019810,Census Tract 198.10,3.887755842064286,9,2.3149601892749674,1,0
06073017406,Census Tract 174.06,1.4396903964671117,0,0.0,0,0
06073017405,Census Tract 174.05,0.49214532298492286,2,4.063840306090384,1,0
06073017307,Census Tract 173.07,0.6240718915910928,13,20.830933383101186,1,0
06073017408,Census Tract 174.08,0.5757161413913877,0,0.0,0,0
06073017407,Census Tract 174.07,0.8294289023404786,4,4.822595389083764,1,0
06073008378,Census Tract 83.78,0.08569195994151269,2,23.339412488231797,1,0
06073017050,Census Tract 170.50,1.9201772419847243,19,9.894919898311738,1,0
06073017813,Census Tract 178.13,2.6506735649465507,25,9.431564991860515,1,0
